Names,URLs,Prices,Ratings,ASIN
Gear DOUBLE DECKER 31L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women (Navy-Tan)  ,https://www.amazon.in//Gear-DOUBLE-Resistant-Backpack-Navy-Tan/dp/B0BTJ2T26W/ref=sr_1_259?keywords=bags&qid=1692735714&sr=8-259,"₹1,019",3.5,B0BTJ2T26W
"Ant Esports Knight Cobra 23, Large 38L Stylish unisex backpack with USB Charging Port, Earphone/Headphone Port, with rain protection cover and reflective strip, fits upto 17"" Laptop-Dynamic Blue  ",https://www.amazon.in//Ant-Esports-Knight-protection-Laptop-Dynamic/dp/B0BZ4WCJHR/ref=sr_1_260?keywords=bags&qid=1692735714&sr=8-260,₹525,3.9,B0BZ4WCJHR
"uppercase Laptop Backpack Printed Compact 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys & Girls(Pink)  ",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo2NTU5ODI1MjgwNTU3NTk4OjE2OTI3MzU3MTU6c3BfYnRmOjIwMDk3NjEyMjMxNjk4OjowOjo&url=%2Fuppercase-Backpack-1800EBP1-resistant-sustainable%2Fdp%2FB0B9T4YDPX%2Fref%3Dsr_1_261_sspa%3Fkeywords%3Dbags%26qid%3D1692735714%26sr%3D8-261-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹1,200",4.4,B0B9T4YDPX
HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Grey & Sky Blue)  ,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo2NTU5ODI1MjgwNTU3NTk4OjE2OTI3MzU3MTU6c3BfYnRmOjIwMTIzNDg0NTE3OTk4OjowOjo&url=%2FHEROZ-Backpack-Resistant-Computer-17-3-inch%2Fdp%2FB07MGDH98T%2Fref%3Dsr_1_262_sspa%3Fkeywords%3Dbags%26qid%3D1692735714%26sr%3D8-262-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹1,499",4.2,B07MGDH98T
MALIK TRADES Sport Chairman Laptop Bag | Premium Business Backpack for Men & Women | Durable Office Bag for Notebook/MacBook GREY/  ,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToyNjQzNDU0NzAzMzM0NTk4OjE2OTI3MzU3Mjk6c3BfYXRmX25leHQ6MjAxNTg5MDM1MTU4OTg6OjA6Og&url=%2FMALIK-TRADES-Chairman-Business-12%2Fdp%2FB0BZD7M3LT%2Fref%3Dsr_1_257_sspa%3Fkeywords%3Dbags%26qid%3D1692735729%26sr%3D8-257-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"₹2,000",,B0BZD7M3LT
"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty  ",https://www.amazon.in//sspa/click?ie=UTF8&spc=MToyNjQzNDU0NzAzMzM0NTk4OjE2OTI3MzU3Mjk6c3BfYXRmX25leHQ6MjAxMDU0NTE4NTE1OTg6OjA6Og&url=%2Fuppercase-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BR1D4SL1%2Fref%3Dsr_1_258_sspa%3Fkeywords%3Dbags%26qid%3D1692735729%26sr%3D8-258-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"₹1,800",4.4,B0BR1D4SL1
"Ant Esports Knight Cobra 23, Large 38L Stylish unisex backpack with USB Charging Port, Earphone/Headphone Port, with rain protection cover and reflective strip, fits upto 17"" Laptop-Dynamic Blue  ",https://www.amazon.in//Ant-Esports-Knight-protection-Laptop-Dynamic/dp/B0BZ4WCJHR/ref=sr_1_259?keywords=bags&qid=1692735729&sr=8-259,₹525,3.9,B0BZ4WCJHR
F Gear Colorado Navy Lmn yelw 39 Ltrs Laptop Backpack (3813)  ,https://www.amazon.in//Gear-Colorado-Navy-Laptop-Backpack/dp/B097K6SPH7/ref=sr_1_260?keywords=bags&qid=1692735729&sr=8-260,₹949,4.2,B097K6SPH7
Gear Triumph Summer Print 26L Water Resistant Backpack with Rain Cover/School Bag/College Bag/Daypack/Casual Backack for Girls/Women (Blue-Beige)  ,https://www.amazon.in//Gear-Beige-Casual-Backpack-BKPTRMP520522/dp/B00VWM11HQ/ref=sr_1_261?keywords=bags&qid=1692735729&sr=8-261,₹727,4.2,B00VWM11HQ
"Amazon Basics Slope 15.6-Inch Laptop Backpack for Office or College, Anti-Theft Design (23 L, Black)  ",https://www.amazon.in//Amazon-15-6-Inch-Backpack-College-Anti-Theft/dp/B0C8NWKRRH/ref=sr_1_262?keywords=bags&qid=1692735729&sr=8-262,₹869,4.3,B0C8NWKRRH
Skybags VOXEL BACKPACK  ,https://www.amazon.in//Skybags-BPVOX22EGRN-VOXEL-BACKPACK-GREEN/dp/B0B3XY5TMK/ref=sr_1_263?keywords=bags&qid=1692735729&sr=8-263,₹759,3.9,B0B3XY5TMK
"Tabelito® NEO 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook.  ",https://www.amazon.in//Tabelito-NEO-Backpack-Business-Compartment/dp/B0C2D24G29/ref=sr_1_264?keywords=bags&qid=1692735729&sr=8-264,₹399,4.0,B0C2D24G29
HOXSURY Sling Backpack USB Anti-Theft Waterproof Chest Daypack Casual Shoulder Bag  ,https://www.amazon.in//Crossbody-Waterproof-Daypack-Charging-Locomotive/dp/B0BCQ762R6/ref=sr_1_265?keywords=bags&qid=1692735729&sr=8-265,"₹1,199",4.4,B0BCQ762R6
Wesley 15 Liter Casual Daypack Backpack  ,https://www.amazon.in//Wesley-Liter-Casual-Daypack-Backpack/dp/B0BVVY98PZ/ref=sr_1_266?keywords=bags&qid=1692735729&sr=8-266,₹169,3.7,B0BVVY98PZ
"m Phil Laptop Backpack, Separate Compartment to Keep Files & Folders || College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop  ",https://www.amazon.in//sspa/click?ie=UTF8&spc=MToyNjQzNDU0NzAzMzM0NTk4OjE2OTI3MzU3Mjk6c3BfbXRmOjMwMDAzNjc3NDk4OTIzMjo6MDo6&url=%2FPhil-Backpack-Separate-Compartment-Multipurpose%2Fdp%2FB0CFJMGZJK%2Fref%3Dsr_1_267_sspa%3Fkeywords%3Dbags%26qid%3D1692735729%26sr%3D8-267-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,₹759,,B0CFJMGZJK
"m Phil College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Stylish Bags  ",https://www.amazon.in//sspa/click?ie=UTF8&spc=MToyNjQzNDU0NzAzMzM0NTk4OjE2OTI3MzU3Mjk6c3BfbXRmOjMwMDAzNjc3NDk4ODkzMjo6MDo6&url=%2FPhil-Multipurpose-Backpack-Compartment-Resistant%2Fdp%2FB0CFL5CYDS%2Fref%3Dsr_1_268_sspa%3Fkeywords%3Dbags%26qid%3D1692735729%26sr%3D8-268-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,₹749,,B0CFL5CYDS
Gear DOUBLE DECKER 31L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women (Navy-Tan)  ,https://www.amazon.in//Gear-DOUBLE-Resistant-Backpack-Navy-Tan/dp/B0BTJ2T26W/ref=sr_1_269?keywords=bags&qid=1692735729&sr=8-269,"₹1,019",3.5,B0BTJ2T26W
"Aurion Vista Polyester Sports Gym Duffle Bag with Wet Pocket and Shoe Compartment - 1Pc (Blue, 24 Cms) | Lightweight Duffle Bags | Travel Duffel Backpack for Men and Women | Camping | Swimming | Yoga  ",https://www.amazon.in//Shoulder-Lightweight-Duffle-Weekend-Blue-Orange/dp/B09139DYF1/ref=sr_1_270?keywords=bags&qid=1692735729&sr=8-270,₹349,4.0,B09139DYF1
TSPARK Red Lemon bg1905 15.6 inch 35 LTR Capacity Laptop Bag for Men Travelling Hiking Backpack for Men and Women  ,https://www.amazon.in//bg1905-Capacity-Laptop-Travelling-Backpack/dp/B082MKHDJ1/ref=sr_1_271?keywords=bags&qid=1692735729&sr=8-271,"₹2,799",4.1,B082MKHDJ1
"Aristocrat Jude 76 Cms Medium Check-in Polyester Hard Sided 8 Wheels 360 Degree Rotation Luggage- Suitcase, Black  ",https://www.amazon.in//Aristocrat-Polypropylene-Hardsided-Luggage-Strolley/dp/B09SWB5XZK/ref=sr_1_272?keywords=bags&qid=1692735729&sr=8-272,"₹3,099",4.2,B09SWB5XZK
"DAHSHA Nylon Stylish Small 6 Multi-Pocket Zip Closure Sling Cross Body Travel Messenger One Side Shoulder Bag for Men & Women (Grey, 25 x 10 x 20 CM)  ",https://www.amazon.in//DAHSHA-Sling-Messenger-Bag-Grey/dp/B09CGDFNBV/ref=sr_1_273?keywords=bags&qid=1692735729&sr=8-273,₹545,4.0,B09CGDFNBV
AirCase C40 Laptop Backpack Rucksacks Messenger Ba  ,https://www.amazon.in//AirCase-C40-Backpack-Rucksacks-Messenger/dp/B07Y8CH69Y/ref=sr_1_274?keywords=bags&qid=1692735729&sr=8-274,₹999,3.2,B07Y8CH69Y
Puma unisex-adult PUMA Laptop Backpack IND III Puma Red-Peacoat Laptop  ,https://www.amazon.in//PUMA-Laptop-Backpack-IND-Red-Peacoat/dp/B08BTPS12W/ref=sr_1_275?keywords=bags&qid=1692735729&sr=8-275,"₹1,025",2.9,B08BTPS12W
Gear Superior 16L Water Resistant School Bag//Backpack/College Bag for Men/Women - Orange Black  ,https://www.amazon.in//Gear-Superior-Backpack-Orange-Black-BKPSPRIOR0601/dp/B08D76PV8B/ref=sr_1_276?keywords=bags&qid=1692735729&sr=8-276,₹314,3.9,B08D76PV8B
HEROZ Hacker 50 litres Large Size Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- ALL) (Navy Blue)  ,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToyNjQzNDU0NzAzMzM0NTk4OjE2OTI3MzU3Mjk6c3BfYnRmOjIwMTIzNDg0NTE4Mjk4OjowOjo&url=%2FHEROZ-Backpack-Resistant-Computer-17-3-inch%2Fdp%2FB083N3DCTM%2Fref%3Dsr_1_277_sspa%3Fkeywords%3Dbags%26qid%3D1692735729%26sr%3D8-277-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹1,599",4.2,B083N3DCTM
"m Phil College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Stylish & Durable Bag  ",https://www.amazon.in//sspa/click?ie=UTF8&spc=MToyNjQzNDU0NzAzMzM0NTk4OjE2OTI3MzU3Mjk6c3BfYnRmOjMwMDAzNjc3NDk4OTAzMjo6MDo6&url=%2FPhil-Multipurpose-Backpack-Compartment-Resistant%2Fdp%2FB0CFL4JPMJ%2Fref%3Dsr_1_278_sspa%3Fkeywords%3Dbags%26qid%3D1692735729%26sr%3D8-278-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,₹850,,B0CFL4JPMJ
MALIK TRADES Sport Chairman Laptop Bag | Premium Business Backpack for Men & Women | Durable Office Bag for Notebook/MacBook GREY/  ,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3OTQyMTk2OTg1MDg1OTg6MTY5MjczNTczOTpzcF9hdGZfbmV4dDoyMDE1ODkwMzUxNTY5ODo6MDo6&url=%2FMALIK-TRADES-Chairman-Business-15%2Fdp%2FB0BZD5CKHZ%2Fref%3Dsr_1_273_sspa%3Fkeywords%3Dbags%26qid%3D1692735739%26sr%3D8-273-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"₹2,000",,B0BZD5CKHZ
LAXELLA Waterproof Lightweight Laptop Bag/Backpack for Boys and Girls/Office/School/College Teens & Students.(Packof 1)  ,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3OTQyMTk2OTg1MDg1OTg6MTY5MjczNTczOTpzcF9hdGZfbmV4dDozMDAwMzU3MTY3OTQyMzI6OjA6Og&url=%2FLaxella-Waterproof-Lightweight-Backpack-Students%2Fdp%2FB09CKSQT56%2Fref%3Dsr_1_274_sspa%3Fkeywords%3Dbags%26qid%3D1692735739%26sr%3D8-274-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,₹499,3.3,B09CKSQT56
"Gizga Essentials Travel Toiletry Kit Bag for Men & Women, Travel Organizer Case with Handle & Hook, Premium Zipper, Multiple Pockets, Multi-Utility Pouch for Shaving Makeup Cosmetics, Light Grey  ",https://www.amazon.in//Gizga-Essentials-Organizer-Multi-Utility-Cosmetics/dp/B09WVRKYCJ/ref=sr_1_275?keywords=bags&qid=1692735739&sr=8-275,₹349,4.2,B09WVRKYCJ
"POLESTAR Dynamic 25 L Bag for College, School, Office, Casual Backpack with 15.6"" Laptop Compartment, Unisex, Stylish & Durable, 1 year warranty  ",https://www.amazon.in//POLESTAR-Backpack-compartment-suitable-warranty/dp/B09XT8DF2H/ref=sr_1_276?keywords=bags&qid=1692735739&sr=8-276,₹749,3.5,B09XT8DF2H
"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Black | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips  ",https://www.amazon.in//Half-Moon-Resistant-Laptop-Backpack/dp/B09842K4RQ/ref=sr_1_277?keywords=bags&qid=1692735739&sr=8-277,₹699,3.9,B09842K4RQ
Gear polyester 44 cms Duffle Bag(DUFPRO2000106_Black)  ,https://www.amazon.in//Gear-ltr-Black-Orange-DUFPRO2000106/dp/B00Z93WSVW/ref=sr_1_278?keywords=bags&qid=1692735739&sr=8-278,₹429,4.3,B00Z93WSVW
F Gear Colorado Navy Lmn yelw 39 Ltrs Laptop Backpack (3813)  ,https://www.amazon.in//Gear-Colorado-Navy-Laptop-Backpack/dp/B097K6SPH7/ref=sr_1_279?keywords=bags&qid=1692735739&sr=8-279,₹949,4.2,B097K6SPH7
Wildcraft 35 ltrs (19 Cms) Casual Backpack(11619-Typo_Blk_Black)  ,https://www.amazon.in//Wildcraft-Typo_Blk-Casual-Backpack-11619-Typo_Blk/dp/B079MBFH5V/ref=sr_1_280?keywords=bags&qid=1692735739&sr=8-280,"₹1,392",4.1,B079MBFH5V
HAMMONDS FLYCATCHER Laptop Bag for Men - Genuine Leather Office Bag with Multiple Compartments - Fits 14/15.6/16 Inch Laptop Bag - Messenger and Shoulder Bag for Travel - Water Resistant - Brushwood  ,https://www.amazon.in//Hammonds-Flycatcher-Leather-Messenger-LB138MH/dp/B0851GV3F7/ref=sr_1_281?keywords=bags&qid=1692735739&sr=8-281,"₹3,017",4.4,B0851GV3F7
Skybags VOXEL BACKPACK  ,https://www.amazon.in//Skybags-BPVOX22EGRN-VOXEL-BACKPACK-GREEN/dp/B0B3XY5TMK/ref=sr_1_282?keywords=bags&qid=1692735739&sr=8-282,₹759,3.9,B0B3XY5TMK
"TUFAOL PROPACK 45 Litre Rucksack, Water Resistant Spacious Laptop Backpack For Trekking, Camping, Business Or Leisure Travel  ",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3OTQyMTk2OTg1MDg1OTg6MTY5MjczNTczOTpzcF9tdGY6MzAwMDA3MDA2OTcxMjMyOjowOjo&url=%2FTUFAOL-Rucksack-Resistant-Spacious-Backpack%2Fdp%2FB0C9W7D7DL%2Fref%3Dsr_1_283_sspa%3Fkeywords%3Dbags%26qid%3D1692735739%26sr%3D8-283-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹1,797",5.0,B0C9W7D7DL
American Tourister RON Laptop Backpack 01 BLACK  ,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3OTQyMTk2OTg1MDg1OTg6MTY5MjczNTczOTpzcF9tdGY6MzAwMDIxNjQyMjUwNTMyOjowOjo&url=%2FAmerican-Tourister-Laptop-Backpack-BLACK%2Fdp%2FB0C65ZF9SP%2Fref%3Dsr_1_284_sspa%3Fkeywords%3Dbags%26qid%3D1692735739%26sr%3D8-284-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹1,999",3.7,B0C65ZF9SP
"FunBlast Unicorn Pop it Sling Bag - Crossbody Bag for Kids, Pop it Purse for Girls, Pop It Bag for Girls, Pop it Bag for Girls, (Pack of 1 Pcs Random Color)  ",https://www.amazon.in//FunBlast-Mens-Womens-Sling-Multicolour/dp/B09N42KLNX/ref=sr_1_285?keywords=bags&qid=1692735739&sr=8-285,₹351,3.6,B09N42KLNX
HOXSURY Sling Backpack USB Anti-Theft Waterproof Chest Daypack Casual Shoulder Bag  ,https://www.amazon.in//Crossbody-Waterproof-Daypack-Charging-Locomotive/dp/B0BCQ762R6/ref=sr_1_286?keywords=bags&qid=1692735739&sr=8-286,"₹1,199",4.4,B0BCQ762R6
Sichumaria Flamingo Cosmetic Bag Portable Travel Makeup Bag for Women Large Travel Water-Resistant Zipper Makeup Organizer for Girls Make Up Bag Brush Bags (Pink)  ,https://www.amazon.in//Flamingo-Cosmetic-Sichumaria-Water-Resistant-Organizer/dp/B0B1HNQHXD/ref=sr_1_287?keywords=bags&qid=1692735739&sr=8-287,₹199,3.9,B0B1HNQHXD
Gear DOUBLE DECKER 31L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women (Navy-Tan)  ,https://www.amazon.in//Gear-DOUBLE-Resistant-Backpack-Navy-Tan/dp/B0BTJ2T26W/ref=sr_1_288?keywords=bags&qid=1692735739&sr=8-288,"₹1,019",3.5,B0BTJ2T26W
"Amazon Basics Opel 15.6-Inch Laptop Backpack for Office or College (20 L, Black)  ",https://www.amazon.in//Amazon-Basics-15-6-Inch-Backpack-College/dp/B0C8NX7HTX/ref=sr_1_289?keywords=bags&qid=1692735739&sr=8-289,₹639,4.2,B0C8NX7HTX
"Glowic Canvas Grocery, Travel, Beach | Shoulder Handbags Women, College Bags for Girls Stylish Trendy(WBAG-50)  ",https://www.amazon.in//Glowic-Grocery-Shoulder-Handbags-WBAG-50/dp/B09YRWZBW8/ref=sr_1_290?keywords=bags&qid=1692735739&sr=8-290,₹559,3.6,B09YRWZBW8
"Aristocrat Jude 76 Cms Medium Check-in Polyester Hard Sided 8 Wheels 360 Degree Rotation Luggage- Suitcase, Black  ",https://www.amazon.in//Aristocrat-Polypropylene-Hardsided-Luggage-Strolley/dp/B09SWB5XZK/ref=sr_1_291?keywords=bags&qid=1692735739&sr=8-291,"₹3,099",4.2,B09SWB5XZK
HP 5 ltrs (2 cms)backpack(1D0M5PA_black)  ,https://www.amazon.in//HP-Backpack-Laptop-Chromebook-1D0M5PA/dp/B08FM6X8KZ/ref=sr_1_292?keywords=bags&qid=1692735739&sr=8-292,"₹1,499",4.2,B08FM6X8KZ
"uppercase 26 Ltrs Ryder Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty  ",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3OTQyMTk2OTg1MDg1OTg6MTY5MjczNTczOTpzcF9idGY6MjAxMDg0NzUwNzQ2OTg6OjA6Og&url=%2Fuppercase-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BRMWDNZ7%2Fref%3Dsr_1_293_sspa%3Fkeywords%3Dbags%26qid%3D1692735739%26sr%3D8-293-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹2,400",4.3,B0BRMWDNZ7
"WALKENT Stylish & Durable 15.6"" Laptop Bag | Anti-Theft Lock & Pocket | Waterproof | Side Bottle Pocket | 2 Compartment | Men & Women | Office & College  ",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3OTQyMTk2OTg1MDg1OTg6MTY5MjczNTczOTpzcF9idGY6MzAwMDM1NzI4MTAxNzMyOjowOjo&url=%2FWALKENT-Stylish-Anti-Theft-Waterproof-Compartment%2Fdp%2FB0CFLF6HMS%2Fref%3Dsr_1_294_sspa%3Fkeywords%3Dbags%26qid%3D1692735739%26sr%3D8-294-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹1,490",,B0CFLF6HMS
"American Tourister SHAW Unisex Laptop Backpack - Teal, Unisex, 17'' Laptop Compatible with Multi-Level Organizer and External Bottle Pocket  ",https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMzg5ODg1MjQ5MzgxNTk4OjE2OTI3MzU3NTI6c3BfYXRmX25leHQ6MzAwMDIxNjQyMjUwMzMyOjowOjo&url=%2FAmerican-Tourister-Unisex-Laptop-Backpack%2Fdp%2FB0C8649NY8%2Fref%3Dsr_1_289_sspa%3Fkeywords%3Dbags%26qid%3D1692735752%26sr%3D8-289-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"₹1,689",3.3,B0C8649NY8
"UPPERCASE Sigma Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty  ",https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMzg5ODg1MjQ5MzgxNTk4OjE2OTI3MzU3NTI6c3BfYXRmX25leHQ6MjAxMTgzNjI2ODYwOTg6OjA6Og&url=%2FUPPERCASE-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BTYTY8GG%2Fref%3Dsr_1_290_sspa%3Fkeywords%3Dbags%26qid%3D1692735752%26sr%3D8-290-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"₹2,100",4.7,B0BTYTY8GG
"Amazon Basics Opel 15.6-Inch Laptop Backpack for Office or College (20 L, Black)  ",https://www.amazon.in//Amazon-Basics-15-6-Inch-Backpack-College/dp/B0C8NX7HTX/ref=sr_1_291?keywords=bags&qid=1692735752&sr=8-291,₹639,4.2,B0C8NX7HTX
HOXSURY Sling Backpack USB Anti-Theft Waterproof Chest Daypack Casual Shoulder Bag  ,https://www.amazon.in//Crossbody-Waterproof-Daypack-Charging-Locomotive/dp/B0BCQ762R6/ref=sr_1_292?keywords=bags&qid=1692735752&sr=8-292,"₹1,199",4.4,B0BCQ762R6
HP 5 ltrs (2 cms)backpack(1D0M5PA_black)  ,https://www.amazon.in//HP-Backpack-Laptop-Chromebook-1D0M5PA/dp/B08FM6X8KZ/ref=sr_1_293?keywords=bags&qid=1692735752&sr=8-293,"₹1,499",4.2,B08FM6X8KZ
Gear DOUBLE DECKER 31L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women (Navy-Tan)  ,https://www.amazon.in//Gear-DOUBLE-Resistant-Backpack-Navy-Tan/dp/B0BTJ2T26W/ref=sr_1_294?keywords=bags&qid=1692735752&sr=8-294,"₹1,019",3.5,B0BTJ2T26W
"TRAWOC 60 Ltr Trekking Rucksack Travel Bag Hiking Backback, 1 Year Warranty, HK001  ",https://www.amazon.in//NOVICZ-HK001-TRAWOC-SKYBLUE-Blue-Rucksack/dp/B079N6KHPJ/ref=sr_1_295?keywords=bags&qid=1692735752&sr=8-295,"₹1,625",4.3,B079N6KHPJ
"Aristocrat Jude 76 Cms Medium Check-in Polyester Hard Sided 8 Wheels 360 Degree Rotation Luggage- Suitcase, Black  ",https://www.amazon.in//Aristocrat-Polypropylene-Hardsided-Luggage-Strolley/dp/B09SWB5XZK/ref=sr_1_296?keywords=bags&qid=1692735752&sr=8-296,"₹3,099",4.2,B09SWB5XZK
Gear LOGI-Q 27L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women (Teal-Yellow)  ,https://www.amazon.in//Gear-LOGI-Q-Resistant-Backpack-Teal-Yellow/dp/B0BTJ3QQJM/ref=sr_1_297?keywords=bags&qid=1692735752&sr=8-297,₹661.75,3.0,B0BTJ3QQJM
AirCase C40 Laptop Backpack Rucksacks Messenger Ba  ,https://www.amazon.in//AirCase-C40-Backpack-Rucksacks-Messenger/dp/B07Y8CH69Y/ref=sr_1_298?keywords=bags&qid=1692735752&sr=8-298,₹999,3.2,B07Y8CH69Y
SAMRAT CYCLE MART | Backpack Laptop Bag Padded Inside Three Main Pockets Large Capacity Padded Shoulder Strap  ,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMzg5ODg1MjQ5MzgxNTk4OjE2OTI3MzU3NTI6c3BfbXRmOjMwMDAzNjc3NDk4OTczMjo6MDo6&url=%2FSAMRAT-Backpack-Pockets-Capacity-Shoulder%2Fdp%2FB0CCYLL22K%2Fref%3Dsr_1_299_sspa%3Fkeywords%3Dbags%26qid%3D1692735752%26sr%3D8-299-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,₹750,,B0CCYLL22K
BORA Bag nano17 Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Blue Yellow Casual Utility Backpack (Leather Edition)  ,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMzg5ODg1MjQ5MzgxNTk4OjE2OTI3MzU3NTI6c3BfbXRmOjMwMDAzNzc3ODQ0NDczMjo6MDo6&url=%2Fnano17-Waterproof-Backpack-College-Business%2Fdp%2FB0BQ6ZPLFK%2Fref%3Dsr_1_300_sspa%3Fkeywords%3Dbags%26qid%3D1692735752%26sr%3D8-300-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,₹459,4.1,B0BQ6ZPLFK
F Gear Repel 30 ltrs Rain and Dust Cover for Laptop Bags and Backpacks  ,https://www.amazon.in//F-Gear-Repel-Laptop-Backpacks/dp/B01GTS0LS2/ref=sr_1_301?keywords=bags&qid=1692735752&sr=8-301,₹250,4.1,B01GTS0LS2
Gear Superior 16L Water Resistant School Bag//Backpack/College Bag for Men/Women - Orange Black  ,https://www.amazon.in//Gear-Superior-Backpack-Orange-Black-BKPSPRIOR0601/dp/B08D76PV8B/ref=sr_1_302?keywords=bags&qid=1692735752&sr=8-302,₹314,3.9,B08D76PV8B
Lavie Women's Marma Dome Sling Bag| Ladies Purse Handbag  ,https://www.amazon.in//Marma-Zig-Zag-Sling-Plum/dp/B08LHWWDVC/ref=sr_1_303?keywords=bags&qid=1692735752&sr=8-303,₹899,4.0,B08LHWWDVC
Gear Splash 32 L Water Resistant School Bag/Kids Bag/Casual Backpack/Daypack/College Bag for Boys/Girls/Men/Women (Blue)  ,https://www.amazon.in//Gear-Resistant-Backpack-Daypack-College/dp/B0BZWMFTRT/ref=sr_1_304?keywords=bags&qid=1692735752&sr=8-304,"₹1,199",5.0,B0BZWMFTRT
ZOUK Women's Contemporary (Wave Beach)  ,https://www.amazon.in//ZOUK-Womens-Contemporary-Wave-Beach/dp/B07LB67L57/ref=sr_1_305?keywords=bags&qid=1692735752&sr=8-305,"₹1,998",4.5,B07LB67L57
HARISSONS Delta 39L Laptop Backpack (Navy Blue) for Office & Travel Purpose | School Bag for Children with a Multi-Purpose Handy Pouch and Dedicated Laptop Cradle (15.6 inch) | Water-Resistant  ,https://www.amazon.in//HARISSONS-Backpack-Multi-Purpose-Dedicated-Water-Resistant/dp/B07P6CNKHV/ref=sr_1_306?keywords=bags&qid=1692735752&sr=8-306,"₹2,099",4.2,B07P6CNKHV
Wildcraft 29.5 Ltrs Black Casual Backpack (11947 Black)  ,https://www.amazon.in//Wildcraft-Black-Casual-Backpack-11947/dp/B07N2LC749/ref=sr_1_307?keywords=bags&qid=1692735752&sr=8-307,"₹1,167",4.3,B07N2LC749
